pc1	pc2	protein	pc4	ko	extra
df	oid	14574	loc	K10524	NRK1_2; nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]
df	oid	14575	loc		
df	oid	14576	loc	K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]
df	oid	14577	loc	K03006	RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]
df	oid	14578	loc		
df	oid	14579	loc		
df	oid	14580	loc		
df	oid	14581	loc		
df	oid	14582	loc		
df	oid	14584	loc	K03120	TBP, tbp; transcription initiation factor TFIID TATA-box-binding protein
df	oid	14585	loc	K17362	ACOT13; acyl-coenzyme A thioesterase 13 [EC:3.1.2.-]
df	oid	14586	loc	K03687	GRPE; molecular chaperone GrpE
df	oid	14587	loc		
df	oid	14589	loc		
df	oid	14590	loc	K24139	PILS, ECM3; auxin efflux carrier family protein
df	oid	14591	loc		
df	oid	14597	loc	K01895	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]
df	oid	14598	loc	K10688	UBE2W, UBC16; ubiquitin-conjugating enzyme E2 W [EC:2.3.2.23 2.3.2.25]
df	oid	14599	loc	K22074	NFU1, HIRIP5; NFU1 iron-sulfur cluster scaffold homolog, mitochondrial
df	oid	14600	loc	K17450	ACO2; homoaconitase [EC:4.2.1.-]
df	oid	14601	loc	K16945	CDC11; cell division control protein 11
df	oid	14602	loc	K00318	PRODH, fadM, putB; proline dehydrogenase [EC:1.5.5.2]
df	oid	14603	loc	K17279	REEP5_6; receptor expression-enhancing protein 5/6
df	oid	14605	loc		
df	oid	14606	loc	K13205	AAR2, C20orf4; A1 cistron-splicing factor AAR2
df	oid	14607	loc	K01372	BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]
df	oid	14608	loc		
df	oid	14610	loc	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
df	oid	14612	loc	K07901	RAB8A, MEL; Ras-related protein Rab-8A
df	oid	14613	loc	K01210	E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]
df	oid	14615	loc	K01551	arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:7.3.2.7 7.3.-.-]
df	oid	14616	loc	K22386	GET2; GET complex subunit GET2
df	oid	14617	loc		
df	oid	14619	loc		
df	oid	14620	loc	K10845	TTDA, GTF2H5, TFB5; TFIIH basal transcription factor complex TTD-A subunit
df	oid	14621	loc		
df	oid	14622	loc		
df	oid	14623	loc		
df	oid	14624	loc		
df	oid	14625	loc		
df	oid	14626	loc	K01687	ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]
df	oid	14627	loc		
df	oid	14628	loc		
df	oid	14629	loc		
df	oid	14630	loc		
df	oid	14632	loc		
df	oid	14633	loc	K07897	RAB7A; Ras-related protein Rab-7A
df	oid	14635	loc		
df	oid	14637	loc	K22745	AIFM2; apoptosis-inducing factor 2
df	oid	14638	loc		
df	oid	14640	loc		
df	oid	14641	loc		
df	oid	14644	loc		
df	oid	14645	loc		
df	oid	14646	loc	K17080	PHB1; prohibitin 1
df	oid	14647	loc		
df	oid	14648	loc	K14050	RABGGTA; geranylgeranyl transferase type-2 subunit alpha [EC:2.5.1.60]
df	oid	14649	loc		
df	oid	14650	loc		
df	oid	14651	loc		
df	oid	14652	loc		
df	oid	14653	loc	K05610	UCHL5, UCH37; ubiquitin carboxyl-terminal hydrolase L5 [EC:3.4.19.12]
df	oid	14654	loc		
df	oid	14655	loc	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]
df	oid	14656	loc	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
df	oid	14658	loc		
df	oid	14659	loc	K12182	HGS, HRS, VPS27; hepatocyte growth factor-regulated tyrosine kinase substrate
df	oid	14660	loc	K15082	RAD7; DNA repair protein RAD7
df	oid	14661	loc	K18467	VPS29; vacuolar protein sorting-associated protein 29
df	oid	14662	loc	K00928	lysC; aspartate kinase [EC:2.7.2.4]
df	oid	14663	loc	K11593	ELF2C, AGO; eukaryotic translation initiation factor 2C
df	oid	14665	loc	K17970	MDV1, FIS2; mitochondrial division protein 1
df	oid	14666	loc	K03842	ALG1; beta-1,4-mannosyltransferase [EC:2.4.1.142]
df	oid	14667	loc	K14574	SDO1, SBDS; ribosome maturation protein SDO1
df	oid	14670	loc	K12562	AMPH; amphiphysin
df	oid	14671	loc		
df	oid	14672	loc		
df	oid	14673	loc		
df	oid	14674	loc	K05727	DOCK3; dedicator of cytokinesis protein 3
df	oid	14675	loc		
df	oid	14676	loc		
df	oid	14677	loc		
df	oid	14679	loc		
df	oid	14680	loc	K10754	RFC1; replication factor C subunit 1
df	oid	14681	loc		
df	oid	14682	loc		
df	oid	14683	loc	K10609	CUL4; cullin 4
df	oid	14685	loc	K11649	SMARCC; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C
df	oid	14687	loc		
df	oid	14690	loc		
df	oid	14694	loc		
df	oid	14695	loc	K13124	MORG1; mitogen-activated protein kinase organizer 1
df	oid	14698	loc		
df	oid	14699	loc		
df	oid	14700	loc		
df	oid	14701	loc		
df	oid	14703	loc		
df	oid	14704	loc	K14773	UTP23; U3 small nucleolar RNA-associated protein 23
df	oid	14706	loc		
df	oid	14707	loc	K03265	ETF1, ERF1; peptide chain release factor subunit 1
df	oid	14709	loc	K01867	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
df	oid	14710	loc		
df	oid	14711	loc	K12621	LSM2; U6 snRNA-associated Sm-like protein LSm2
df	oid	14712	loc		
df	oid	14713	loc		
df	oid	14714	loc		
df	oid	14716	loc	K11373	ELP1, IKI3, IKBKAP; elongator complex protein 1
df	oid	14717	loc		
df	oid	14718	loc	K01749	hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]
df	oid	14719	loc	K02995	RP-S8e, RPS8; small subunit ribosomal protein S8e
df	oid	14720	loc	K02980	RP-S29e, RPS29; small subunit ribosomal protein S29e
df	oid	14721	loc		
df	oid	14723	loc		
df	oid	14724	loc	K01477	alc, ALLC; allantoicase [EC:3.5.3.4]
df	oid	14725	loc		
df	oid	14726	loc		
df	oid	14727	loc		
df	oid	14728	loc	K17790	TIM22; mitochondrial import inner membrane translocase subunit TIM22
df	oid	14729	loc	K08832	SRPK3, STK23; serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]
df	oid	14730	loc		
df	oid	14731	loc	K14553	UTP18; U3 small nucleolar RNA-associated protein 18
df	oid	14736	loc		
df	oid	14738	loc		
df	oid	14739	loc		
df	oid	14740	loc		
df	oid	14741	loc	K03013	RPABC1, RPB5, POLR2E; DNA-directed RNA polymerases I, II, and III subunit RPABC1
df	oid	14742	loc	K22285	OSBPL8, ORP8; oxysterol-binding protein-related protein 8
df	oid	14743	loc	K01178	SGA1; glucoamylase [EC:3.2.1.3]
df	oid	14744	loc	K14811	DBP3; ATP-dependent RNA helicase DBP3 [EC:5.6.2.7]
df	oid	14746	loc	K11884	PNO1, DIM2; RNA-binding protein PNO1
df	oid	14748	loc		
df	oid	14752	loc	K13201	TIA1, TIAL1; nucleolysin TIA-1/TIAR
df	oid	14753	loc	K03107	SRP68; signal recognition particle subunit SRP68
df	oid	14754	loc		
df	oid	14756	loc		
df	oid	14757	loc		
df	oid	14758	loc	K08282	E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]
df	oid	14759	loc		
df	oid	14760	loc		
df	oid	14761	loc		
df	oid	14762	loc		
df	oid	14763	loc		
df	oid	14765	loc	K02976	RP-S26e, RPS26; small subunit ribosomal protein S26e
df	oid	14766	loc	K14556	DIP2, UTP12, WDR3; U3 small nucleolar RNA-associated protein 12
df	oid	14768	loc		
df	oid	14769	loc		
df	oid	14771	loc		
df	oid	14772	loc	K20280	TRAPPC5, TRS31; trafficking protein particle complex subunit 5
df	oid	14773	loc		
df	oid	14774	loc	K28027	TPO2_3; MFS transporter, DHA1 family, spermine transporter
df	oid	14775	loc		
df	oid	14776	loc	K19308	BMT6; 25S rRNA (uracil2843-N3)-methyltransferase [EC:2.1.1.312]
df	oid	14777	loc	K01183	E3.2.1.14; chitinase [EC:3.2.1.14]
df	oid	14778	loc		
df	oid	14779	loc		
df	oid	14781	loc	K08490	STX5; syntaxin 5
df	oid	14782	loc	K15731	CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
df	oid	14786	loc	K02127	ATPeF0B, ATP5F1, ATP4; F-type H+-transporting ATPase subunit b
df	oid	14787	loc	K22399	TRIP13; pachytene checkpoint protein 2
df	oid	14788	loc		
df	oid	14789	loc		
df	oid	14790	loc		
df	oid	14794	loc		
df	oid	14795	loc		
df	oid	14796	loc		
df	oid	14798	loc	K11876	PSMG2, PAC2; proteasome assembly chaperone 2
df	oid	14800	loc	K18203	LCMT1; [phosphatase 2A protein]-leucine-carboxy methyltransferase [EC:2.1.1.233]
df	oid	14801	loc	K12180	COPS7, CSN7; COP9 signalosome complex subunit 7
df	oid	14802	loc		
df	oid	14803	loc	K01930	FPGS; folylpolyglutamate synthase [EC:6.3.2.17]
df	oid	14804	loc		
df	oid	14805	loc	K07511	ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]
df	oid	14806	loc	K15456	KTI12; protein KTI12
df	oid	14809	loc		
df	oid	14811	loc	K10427	DCTN5; dynactin 5
df	oid	14813	loc		
df	oid	14816	loc		
df	oid	14817	loc		
df	oid	14821	loc	K23735	LIPT2, LIP2; lipoyl(octanoyl) transferase 2 [EC:2.3.1.181]
df	oid	14822	loc		
df	oid	14823	loc		
df	oid	14824	loc		
df	oid	14826	loc		
df	oid	14827	loc		
df	oid	14828	loc	K10427	DCTN5; dynactin 5
df	oid	14831	loc	K10427	DCTN5; dynactin 5
df	oid	14832	loc		
df	oid	14835	loc		
df	oid	14836	loc	K05012	CLCN3_4_5; chloride channel 3/4/5
df	oid	14837	loc	K10625	UBR1; E3 ubiquitin-protein ligase UBR1 [EC:2.3.2.27]
df	oid	14839	loc		
df	oid	14841	loc		
df	oid	14842	loc		
df	oid	14843	loc	K17805	PAM16, TIM16; mitochondrial import inner membrane translocase subunit TIM16
df	oid	14844	loc		
df	oid	14845	loc		
df	oid	14846	loc		
df	oid	14847	loc		
df	oid	14849	loc		
df	oid	14852	loc		
df	oid	14853	loc	K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]
df	oid	14854	loc	K08294	MKK1_2; mitogen-activated protein kinase kinase [EC:2.7.12.2]
df	oid	14855	loc	K11237	BEM1; bud emergence protein 1
df	oid	14856	loc	K01655	LYS21, LYS20; homocitrate synthase [EC:2.3.3.14]
df	oid	14857	loc		
df	oid	14858	loc	K02884	RP-L19, MRPL19, rplS; large subunit ribosomal protein L19
df	oid	14859	loc		
df	oid	14860	loc	K27164	SND2, TMEM208; SRP-independent targeting protein 2
df	oid	14861	loc	K20301	TRAPPC2, TRS20; trafficking protein particle complex subunit 2
df	oid	14862	loc		
df	oid	14864	loc		
df	oid	14865	loc	K05994	E3.4.11.10; bacterial leucyl aminopeptidase [EC:3.4.11.10]
df	oid	14866	loc	K00226	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
df	oid	14867	loc	K12668	DAD1, OST2; dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DAD1/OST2
df	oid	14868	loc	K14416	HBS1; elongation factor 1 alpha-like protein
df	oid	14869	loc	K06902	UMF1; MFS transporter, UMF1 family
df	oid	14870	loc	K02971	RP-S21e, RPS21; small subunit ribosomal protein S21e
df	oid	14871	loc	K11360	SPT8; transcriptional activator SPT8
df	oid	14874	loc	K25815	SUB1; activated RNA polymerase II transcriptional coactivator p15
df	oid	14875	loc	K09503	DNAJA2; DnaJ homolog subfamily A member 2
df	oid	14876	loc	K23801	PCID2, THP1; nuclear mRNA export protein PCID2/THP1
df	oid	14877	loc		
df	oid	14878	loc	K00818	E2.6.1.11, argD; acetylornithine aminotransferase [EC:2.6.1.11]
df	oid	14879	loc	K11825	AP2B1; AP-2 complex subunit beta-1
df	oid	14880	loc	K18083	MTMR6_7_8; myotubularin-related protein 6/7/8 [EC:3.1.3.64 3.1.3.95]
df	oid	14881	loc		
df	oid	14882	loc		
df	oid	14883	loc		
df	oid	14885	loc	K12879	THOC2; THO complex subunit 2
df	oid	14886	loc	K03380	E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]
df	oid	14887	loc	K11806	DCAF13, WDSOF1; DDB1- and CUL4-associated factor 13
df	oid	14888	loc	K24104	GPN; GPN-loop GTPase
df	oid	14889	loc	K14788	NOL10, ENP2; ribosome biogenesis protein ENP2
df	oid	14890	loc		
df	oid	14891	loc	K14567	UTP14; U3 small nucleolar RNA-associated protein 14
df	oid	14893	loc		
df	oid	14894	loc	K22073	IBA57; transferase CAF17, mitochondrial [EC:2.1.-.-]
df	oid	14895	loc	K18178	COA5, PET191; cytochrome c oxidase assembly factor 5
df	oid	14896	loc	K01514	PRUNE, PPX1; exopolyphosphatase [EC:3.6.1.11]
df	oid	14897	loc	K03626	EGD2, NACA; nascent polypeptide-associated complex subunit alpha
df	oid	14898	loc	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
df	oid	14899	loc		
df	oid	14900	loc	K11352	NDUFA12; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 12
df	oid	14902	loc		
df	oid	14903	loc		
df	oid	14904	loc		
df	oid	14907	loc	K19800	SCH9; serine/threonine protein kinase SCH9 [EC:2.7.11.1]
df	oid	14908	loc	K00838	ARO8; aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5]
df	oid	14909	loc		
df	oid	14910	loc		
df	oid	14911	loc	K08711	PDR, CDR1; ATP-binding cassette, subfamily G (WHITE), member 2, PDR
df	oid	14912	loc	K02138	ATPeF0D, ATP5H, ATP7; F-type H+-transporting ATPase subunit d
df	oid	14913	loc		
df	oid	14914	loc	K01702	LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]
df	oid	14915	loc		
df	oid	14916	loc	K11592	DICER1, DCR1; endoribonuclease Dicer [EC:3.1.26.-]
df	oid	14917	loc		
df	oid	14918	loc	K11374	ELP2; elongator complex protein 2
df	oid	14920	loc	K03127	TAF13; transcription initiation factor TFIID subunit 13
df	oid	14921	loc		
df	oid	14922	loc		
df	oid	14923	loc		
df	oid	14924	loc	K14793	RRP9; ribosomal RNA-processing protein 9
df	oid	14925	loc	K13566	NIT2, yafV; omega-amidase [EC:3.5.1.3]
df	oid	14926	loc		
df	oid	14930	loc		
df	oid	14934	loc		
df	oid	14935	loc		
df	oid	14936	loc		
df	oid	14937	loc	K02978	RP-S27e, RPS27; small subunit ribosomal protein S27e
df	oid	14938	loc		
df	oid	14939	loc	K11790	DTL, CDT2, DCAF2; denticleless
df	oid	14940	loc		
df	oid	14941	loc	K20472	COPZ, RET3; coatomer subunit zeta
df	oid	14942	loc		
df	oid	14943	loc	K06685	MOB1, Mats; MOB kinase activator 1
df	oid	14944	loc	K14709	SLC39A1_2_3, ZIP1_2_3; solute carrier family 39 (zinc transporter), member 1/2/3
df	oid	14946	loc		
df	oid	14947	loc	K21751	DR1, NC2-beta; down-regulator of transcription 1
df	oid	14948	loc	K11098	SNRPF, SMF; small nuclear ribonucleoprotein F
df	oid	14949	loc		
df	oid	14950	loc	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
df	oid	14952	loc		
df	oid	14953	loc	K14850	RRP8; ribosomal RNA-processing protein 8 [EC:2.1.1.287]
df	oid	14954	loc		
df	oid	14955	loc		
df	oid	14956	loc	K00966	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]
df	oid	14957	loc	K12386	CTNS; cystinosin
df	oid	14958	loc	K03009	RPABC4, RPB12, POLR2K; DNA-directed RNA polymerases I, II, and III subunit RPABC4
df	oid	14959	loc		
df	oid	14960	loc	K00698	CHS1; chitin synthase [EC:2.4.1.16]
df	oid	14961	loc		
df	oid	14964	loc	K02898	RP-L26e, RPL26; large subunit ribosomal protein L26e
df	oid	14965	loc	K11702	CXT1; beta-1,2-xylosyltransferase [EC:2.4.2.-]
df	oid	14966	loc	K11518	TOM40; mitochondrial import receptor subunit TOM40
df	oid	14969	loc		
df	oid	14970	loc	K07953	SAR1; GTP-binding protein SAR1 [EC:3.6.5.-]
df	oid	14971	loc	K02149	ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D
df	oid	14972	loc	K12812	DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:5.6.2.7]
df	oid	14973	loc		
df	oid	14974	loc		
df	oid	14975	loc	K14572	MDN1, REA1; midasin
df	oid	14976	loc	K09117	K09117; uncharacterized protein
df	oid	14977	loc		
df	oid	14979	loc	K03849	ALG8; alpha-1,3-glucosyltransferase [EC:2.4.1.265]
df	oid	14981	loc	K08740	MSH4; DNA mismatch repair protein MSH4
df	oid	14982	loc		
df	oid	14985	loc	K15544	SSU72; RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]
df	oid	14987	loc		
df	oid	14988	loc	K02935	RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12
df	oid	14989	loc		
df	oid	14993	loc		
df	oid	14994	loc		
df	oid	14995	loc		
df	oid	14996	loc		
df	oid	14997	loc	K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
df	oid	14998	loc	K24887	GTPBP1; GTP-binding protein 1
df	oid	14999	loc		
df	oid	15001	loc		
df	oid	15002	loc	K02734	PSMB2; 20S proteasome subunit beta 4 [EC:3.4.25.1]
df	oid	15003	loc		
df	oid	15004	loc	K14403	CPSF3, YSH1; cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]
df	oid	15005	loc	K15711	SMARCA3, HLTF; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:5.6.2. 2.3.2.27]
df	oid	15006	loc	K02575	NRT2, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter
df	oid	15007	loc	K17877	NIT-6; nitrite reductase (NAD(P)H) [EC:1.7.1.4]
df	oid	15008	loc	K10534	NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]
df	oid	15009	loc		
df	oid	15010	loc		
df	oid	15011	loc		
df	oid	15012	loc		
df	oid	15014	loc		
df	oid	15016	loc		
df	oid	15017	loc	K12580	CNOT3, NOT3; CCR4-NOT transcription complex subunit 3
df	oid	15018	loc		
df	oid	15019	loc	K20793	NAA50, NAT5; N-alpha-acetyltransferase 50 [EC:2.3.1.258 2.3.1.309]
df	oid	15020	loc	K02975	RP-S25e, RPS25; small subunit ribosomal protein S25e
df	oid	15021	loc	K04739	PRKAR; cAMP-dependent protein kinase regulator
df	oid	15022	loc	K12462	ARHGDI, RHOGDI; Rho GDP-dissociation inhibitor
df	oid	15024	loc		
df	oid	15025	loc		
df	oid	15026	loc		
df	oid	15027	loc	K05662	ABCB7, ATM; ATP-binding cassette, subfamily B (MDR/TAP), member 7
df	oid	15028	loc	K11405	HDAC8; histone deacetylase 8 [EC:3.5.1.98]
df	oid	15029	loc		
df	oid	15030	loc	K13094	RBM5_10; RNA-binding protein 5/10
df	oid	15032	loc	K03165	TOP3; DNA topoisomerase III [EC:5.6.2.1]
df	oid	15033	loc	K01952	PFAS, purL; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
df	oid	15034	loc	K18423	CSE1, CAS, XPO2; exportin-2 (importin alpha re-exporter)
df	oid	15036	loc	K03509	POLH; DNA polymerase eta [EC:2.7.7.7]
df	oid	15037	loc		
df	oid	15038	loc	K03676	grxC, GLRX, GLRX2; glutaredoxin 3
df	oid	15039	loc		
df	oid	15040	loc		
df	oid	15042	loc		
df	oid	15044	loc		
df	oid	15046	loc	K08192	DAL5; MFS transporter, ACS family, DAL5 transporter family protein
df	oid	15047	loc	K05389	KCNKF; potassium channel subfamily K, other eukaryote
df	oid	15048	loc		
df	oid	15050	loc	K10419	DYNLRB, DNCL2; dynein light chain roadblock-type
df	oid	15051	loc		
df	oid	15052	loc	K04464	MAPK7; mitogen-activated protein kinase 7 [EC:2.7.11.24]
df	oid	15054	loc	K02875	RP-L14e, RPL14; large subunit ribosomal protein L14e
df	oid	15058	loc		
df	oid	15059	loc	K22438	TMT1; trans-aconitate 3-methyltransferase [EC:2.1.1.145]
df	oid	15060	loc		
df	oid	15061	loc	K06267	HMMR, RHAMM, CD168; hyaluronan-mediated motility receptor
df	oid	15063	loc		
df	oid	15064	loc		
df	oid	15065	loc		
df	oid	15066	loc	K00819	rocD, OAT; ornithine--oxo-acid transaminase [EC:2.6.1.13]
df	oid	15067	loc	K26141	PM20D2; Xaa-Arg dipeptidase [EC:3.4.13.4]
df	oid	15068	loc		
df	oid	15069	loc	K08192	DAL5; MFS transporter, ACS family, DAL5 transporter family protein
df	oid	15070	loc	K08192	DAL5; MFS transporter, ACS family, DAL5 transporter family protein
df	oid	15071	loc		
df	oid	15072	loc	K26141	PM20D2; Xaa-Arg dipeptidase [EC:3.4.13.4]
df	oid	15073	loc	K11227	PBS2; mitogen-activated protein kinase kinase [EC:2.7.12.2]
df	oid	15074	loc	K16261	YAT; yeast amino acid transporter
df	oid	15075	loc		
df	oid	15076	loc		
df	oid	15077	loc		
df	oid	15079	loc		
df	oid	15081	loc		
df	oid	15082	loc		
df	oid	15083	loc	K13989	DERL2_3; Derlin-2/3
df	oid	15086	loc		
df	oid	15088	loc	K11293	HIRA, HIR1; protein HIRA/HIR1
df	oid	15089	loc	K14554	UTP21, WDR36; U3 small nucleolar RNA-associated protein 21
df	oid	15090	loc	K17908	WIPI1_2, ATG18; autophagy-related protein 18
df	oid	15091	loc	K01078	PHO; acid phosphatase [EC:3.1.3.2]
df	oid	15092	loc		
df	oid	15093	loc	K07575	MCTS, TMA20; malignant T-cell-amplified sequence
df	oid	15095	loc	K00761	upp, UPRT; uracil phosphoribosyltransferase [EC:2.4.2.9]
df	oid	15096	loc	K14309	NUP93, NIC96; nuclear pore complex protein Nup93
df	oid	15097	loc		
df	oid	15098	loc	K00326	CYB5R; cytochrome-b5 reductase [EC:1.6.2.2]
df	oid	15099	loc		
df	oid	15100	loc	K01013	TSTD1; thiosulfate:glutathione sulfurtransferase [EC:2.8.1.-]
df	oid	15101	loc		
df	oid	15104	loc		
df	oid	15107	loc		
df	oid	15108	loc		
df	oid	15109	loc	K01657	trpE; anthranilate synthase component I [EC:4.1.3.27]
df	oid	15111	loc	K06671	STAG1_2, SCC3, IRR1; cohesin complex subunit SA-1/2
df	oid	15112	loc	K16639	LACTB2; endoribonuclease LACTB2 [EC:3.1.27.-]
df	oid	15113	loc		
df	oid	15114	loc	K26403	CIAO2, CIA2, FAM96; cytosolic iron-sulfur assembly component 2
df	oid	15118	loc		
df	oid	15119	loc	K10578	UBE2J1, NCUBE1, UBC6; ubiquitin-conjugating enzyme E2 J1 [EC:2.3.2.23]
df	oid	15121	loc	K00999	CDIPT; CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]
df	oid	15122	loc	K15542	PFS2; polyadenylation factor subunit 2
df	oid	15123	loc	K14319	RANGAP1; Ran GTPase-activating protein 1
df	oid	15124	loc	K02906	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
df	oid	15125	loc	K11838	USP7, UBP15; ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12]
df	oid	15126	loc		
df	oid	15127	loc		
df	oid	15129	loc	K00944	AK3; nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10]
df	oid	15130	loc	K02942	RP-LP1, RPLP1; large subunit ribosomal protein LP1
df	oid	15131	loc	K11584	PPP2R5; serine/threonine-protein phosphatase 2A regulatory subunit B'
df	oid	15132	loc	K12273	SEC66; translocation protein SEC66
df	oid	15133	loc	K23978	IAH1; isoamyl acetate esterase [EC:3.1.1.112]
df	oid	15134	loc		
df	oid	15135	loc		
df	oid	15137	loc	K01953	asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
df	oid	15138	loc	K03350	APC3, CDC27; anaphase-promoting complex subunit 3
df	oid	15140	loc		
df	oid	15141	loc		
df	oid	15142	loc		
df	oid	15143	loc	K14784	CMS1; protein CMS1
df	oid	15144	loc		
df	oid	15146	loc	K00565	RNMT; mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56]
df	oid	15147	loc		
df	oid	15148	loc		
df	oid	15149	loc		
df	oid	15150	loc		
df	oid	15151	loc		
df	oid	15153	loc		
df	oid	15154	loc	K14784	CMS1; protein CMS1
df	oid	15155	loc		
df	oid	15156	loc	K05853	ATP2A; P-type Ca2+ transporter type 2A [EC:7.2.2.10]
df	oid	15157	loc	K23166	OPA3; optic atrophy 3 protein
df	oid	15158	loc	K00671	NMT; glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97]
df	oid	15159	loc	K00888	PI4KA; phosphatidylinositol 4-kinase A [EC:2.7.1.67]
df	oid	15160	loc	K14396	PABPN1, PABP2; polyadenylate-binding protein 2
df	oid	15161	loc		
df	oid	15162	loc	K10773	NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]
df	oid	15163	loc		
df	oid	15167	loc	K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]
df	oid	15168	loc	K04709	LAG1, LAC1; very-long-chain ceramide synthase [EC:2.3.1.297]
df	oid	15169	loc	K15279	SLC35C1, FUCT1; solute carrier family 35 (GDP-fucose transporter), member C1
df	oid	15171	loc		
df	oid	15172	loc		
df	oid	15174	loc		
df	oid	15175	loc		
df	oid	15176	loc	K12856	PRPF8, PRP8; pre-mRNA-processing factor 8
df	oid	15178	loc		
df	oid	15179	loc	K03953	NDUFA9; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 9
df	oid	15180	loc	K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
df	oid	15181	loc		
df	oid	15182	loc		
df	oid	15183	loc		
